doc_id,title,department,year,region,text
D252,"Document Title D252 (hr)",hr,2020,europe,"This is the body text of document D252 in department hr for region europe and year 2020."
D253,"Document Title D253 (sales)",sales,2021,north_america,"This is the body text of document D253 in department sales for region north_america and year 2021."
D254,"Document Title D254 (legal)",legal,2025,north_america,"This is the body text of document D254 in department legal for region north_america and year 2025."
D255,"Document Title D255 (finance)",finance,2021,europe,"This is the body text of document D255 in department finance for region europe and year 2021."
D256,"Document Title D256 (sales)",sales,2023,europe,"This is the body text of document D256 in department sales for region europe and year 2023."
D257,"Document Title D257 (hr)",hr,2022,latin_america,"This is the body text of document D257 in department hr for region latin_america and year 2022."
D258,"Document Title D258 (legal)",legal,2026,europe,"This is the body text of document D258 in department legal for region europe and year 2026."
D259,"Document Title D259 (finance)",finance,2021,europe,"This is the body text of document D259 in department finance for region europe and year 2021."
D260,"Document Title D260 (legal)",legal,2024,asia_pacific,"This is the body text of document D260 in department legal for region asia_pacific and year 2024."
D261,"Document Title D261 (hr)",hr,2026,north_america,"This is the body text of document D261 in department hr for region north_america and year 2026."
D262,"Document Title D262 (legal)",legal,2022,europe,"This is the body text of document D262 in department legal for region europe and year 2022."
D263,"Document Title D263 (sales)",sales,2024,europe,"This is the body text of document D263 in department sales for region europe and year 2024."
D264,"Document Title D264 (hr)",hr,2026,north_america,"This is the body text of document D264 in department hr for region north_america and year 2026."
D265,"Document Title D265 (hr)",hr,2026,asia_pacific,"This is the body text of document D265 in department hr for region asia_pacific and year 2026."
D266,"Document Title D266 (hr)",hr,2024,europe,"This is the body text of document D266 in department hr for region europe and year 2024."
D267,"Document Title D267 (engineering)",engineering,2026,north_america,"This is the body text of document D267 in department engineering for region north_america and year 2026."
D268,"Document Title D268 (legal)",legal,2021,north_america,"This is the body text of document D268 in department legal for region north_america and year 2021."
D269,"Document Title D269 (marketing)",marketing,2025,north_america,"This is the body text of document D269 in department marketing for region north_america and year 2025."
D270,"Document Title D270 (legal)",legal,2020,europe,"This is the body text of document D270 in department legal for region europe and year 2020."
D271,"Document Title D271 (finance)",finance,2023,europe,"This is the body text of document D271 in department finance for region europe and year 2023."
D272,"Document Title D272 (marketing)",marketing,2026,latin_america,"This is the body text of document D272 in department marketing for region latin_america and year 2026."
D273,"Document Title D273 (engineering)",engineering,2023,latin_america,"This is the body text of document D273 in department engineering for region latin_america and year 2023."
D274,"Document Title D274 (legal)",legal,2023,latin_america,"This is the body text of document D274 in department legal for region latin_america and year 2023."
D275,"Document Title D275 (hr)",hr,2025,north_america,"This is the body text of document D275 in department hr for region north_america and year 2025."
D276,"Document Title D276 (finance)",finance,2020,latin_america,"This is the body text of document D276 in department finance for region latin_america and year 2020."
D277,"Document Title D277 (engineering)",engineering,2020,asia_pacific,"This is the body text of document D277 in department engineering for region asia_pacific and year 2020."
D278,"Document Title D278 (sales)",sales,2024,latin_america,"This is the body text of document D278 in department sales for region latin_america and year 2024."
D279,"Document Title D279 (sales)",sales,2022,europe,"This is the body text of document D279 in department sales for region europe and year 2022."
D280,"Document Title D280 (engineering)",engineering,2023,north_america,"This is the body text of document D280 in department engineering for region north_america and year 2023."
D281,"Document Title D281 (sales)",sales,2023,europe,"This is the body text of document D281 in department sales for region europe and year 2023."
D282,"Document Title D282 (sales)",sales,2021,europe,"This is the body text of document D282 in department sales for region europe and year 2021."
D283,"Document Title D283 (engineering)",engineering,2021,north_america,"This is the body text of document D283 in department engineering for region north_america and year 2021."
D284,"Document Title D284 (hr)",hr,2021,asia_pacific,"This is the body text of document D284 in department hr for region asia_pacific and year 2021."
D285,"Document Title D285 (finance)",finance,2026,latin_america,"This is the body text of document D285 in department finance for region latin_america and year 2026."
D286,"Document Title D286 (legal)",legal,2026,asia_pacific,"This is the body text of document D286 in department legal for region asia_pacific and year 2026."
D287,"Document Title D287 (engineering)",engineering,2022,asia_pacific,"This is the body text of document D287 in department engineering for region asia_pacific and year 2022."
D288,"Document Title D288 (legal)",legal,2020,europe,"This is the body text of document D288 in department legal for region europe and year 2020."
D289,"Document Title D289 (legal)",legal,2026,north_america,"This is the body text of document D289 in department legal for region north_america and year 2026."
D290,"Document Title D290 (hr)",hr,2026,europe,"This is the body text of document D290 in department hr for region europe and year 2026."
D291,"Document Title D291 (finance)",finance,2020,europe,"This is the body text of document D291 in department finance for region europe and year 2020."
D292,"Document Title D292 (engineering)",engineering,2026,asia_pacific,"This is the body text of document D292 in department engineering for region asia_pacific and year 2026."
D293,"Document Title D293 (hr)",hr,2026,latin_america,"This is the body text of document D293 in department hr for region latin_america and year 2026."
D294,"Document Title D294 (legal)",legal,2022,latin_america,"This is the body text of document D294 in department legal for region latin_america and year 2022."
D295,"Document Title D295 (legal)",legal,2025,latin_america,"This is the body text of document D295 in department legal for region latin_america and year 2025."
D296,"Document Title D296 (legal)",legal,2024,latin_america,"This is the body text of document D296 in department legal for region latin_america and year 2024."
D297,"Document Title D297 (sales)",sales,2026,europe,"This is the body text of document D297 in department sales for region europe and year 2026."
D298,"Document Title D298 (legal)",legal,2021,latin_america,"This is the body text of document D298 in department legal for region latin_america and year 2021."
D299,"Document Title D299 (finance)",finance,2021,north_america,"This is the body text of document D299 in department finance for region north_america and year 2021."
D300,"Document Title D300 (engineering)",engineering,2020,asia_pacific,"This is the body text of document D300 in department engineering for region asia_pacific and year 2020."
D301,"Document Title D301 (finance)",finance,2026,europe,"This is the body text of document D301 in department finance for region europe and year 2026."
D302,"Document Title D302 (hr)",hr,2023,europe,"This is the body text of document D302 in department hr for region europe and year 2023."
D303,"Document Title D303 (engineering)",engineering,2021,latin_america,"This is the body text of document D303 in department engineering for region latin_america and year 2021."
D304,"Document Title D304 (sales)",sales,2022,europe,"This is the body text of document D304 in department sales for region europe and year 2022."
D305,"Document Title D305 (hr)",hr,2025,europe,"This is the body text of document D305 in department hr for region europe and year 2025."
D306,"Document Title D306 (legal)",legal,2026,latin_america,"This is the body text of document D306 in department legal for region latin_america and year 2026."
D307,"Document Title D307 (finance)",finance,2024,latin_america,"This is the body text of document D307 in department finance for region latin_america and year 2024."
D308,"Document Title D308 (sales)",sales,2024,latin_america,"This is the body text of document D308 in department sales for region latin_america and year 2024."
D309,"Document Title D309 (hr)",hr,2020,europe,"This is the body text of document D309 in department hr for region europe and year 2020."
D310,"Document Title D310 (hr)",hr,2020,latin_america,"This is the body text of document D310 in department hr for region latin_america and year 2020."
D311,"Document Title D311 (finance)",finance,2024,north_america,"This is the body text of document D311 in department finance for region north_america and year 2024."
D312,"Document Title D312 (marketing)",marketing,2021,europe,"This is the body text of document D312 in department marketing for region europe and year 2021."
D313,"Document Title D313 (engineering)",engineering,2024,europe,"This is the body text of document D313 in department engineering for region europe and year 2024."
D314,"Document Title D314 (finance)",finance,2021,north_america,"This is the body text of document D314 in department finance for region north_america and year 2021."
D315,"Document Title D315 (legal)",legal,2026,europe,"This is the body text of document D315 in department legal for region europe and year 2026."
D316,"Document Title D316 (marketing)",marketing,2022,europe,"This is the body text of document D316 in department marketing for region europe and year 2022."
D317,"Document Title D317 (engineering)",engineering,2022,asia_pacific,"This is the body text of document D317 in department engineering for region asia_pacific and year 2022."
D318,"Document Title D318 (hr)",hr,2024,asia_pacific,"This is the body text of document D318 in department hr for region asia_pacific and year 2024."
D319,"Document Title D319 (finance)",finance,2021,latin_america,"This is the body text of document D319 in department finance for region latin_america and year 2021."
D320,"Document Title D320 (marketing)",marketing,2020,latin_america,"This is the body text of document D320 in department marketing for region latin_america and year 2020."
D321,"Document Title D321 (sales)",sales,2025,asia_pacific,"This is the body text of document D321 in department sales for region asia_pacific and year 2025."
D322,"Document Title D322 (marketing)",marketing,2020,europe,"This is the body text of document D322 in department marketing for region europe and year 2020."
D323,"Document Title D323 (legal)",legal,2022,europe,"This is the body text of document D323 in department legal for region europe and year 2022."
D324,"Document Title D324 (sales)",sales,2022,asia_pacific,"This is the body text of document D324 in department sales for region asia_pacific and year 2022."
D325,"Document Title D325 (marketing)",marketing,2022,latin_america,"This is the body text of document D325 in department marketing for region latin_america and year 2022."
D326,"Document Title D326 (legal)",legal,2023,europe,"This is the body text of document D326 in department legal for region europe and year 2023."
D327,"Document Title D327 (hr)",hr,2026,north_america,"This is the body text of document D327 in department hr for region north_america and year 2026."
D328,"Document Title D328 (finance)",finance,2026,north_america,"This is the body text of document D328 in department finance for region north_america and year 2026."
D329,"Document Title D329 (hr)",hr,2023,latin_america,"This is the body text of document D329 in department hr for region latin_america and year 2023."
D330,"Document Title D330 (legal)",legal,2026,north_america,"This is the body text of document D330 in department legal for region north_america and year 2026."
D331,"Document Title D331 (sales)",sales,2021,europe,"This is the body text of document D331 in department sales for region europe and year 2021."
D332,"Document Title D332 (sales)",sales,2026,europe,"This is the body text of document D332 in department sales for region europe and year 2026."
D333,"Document Title D333 (finance)",finance,2026,latin_america,"This is the body text of document D333 in department finance for region latin_america and year 2026."
D334,"Document Title D334 (sales)",sales,2023,north_america,"This is the body text of document D334 in department sales for region north_america and year 2023."
D335,"Document Title D335 (legal)",legal,2023,latin_america,"This is the body text of document D335 in department legal for region latin_america and year 2023."
D336,"Document Title D336 (sales)",sales,2023,north_america,"This is the body text of document D336 in department sales for region north_america and year 2023."
D337,"Document Title D337 (hr)",hr,2021,asia_pacific,"This is the body text of document D337 in department hr for region asia_pacific and year 2021."
D338,"Document Title D338 (engineering)",engineering,2022,north_america,"This is the body text of document D338 in department engineering for region north_america and year 2022."
D339,"Document Title D339 (marketing)",marketing,2023,north_america,"This is the body text of document D339 in department marketing for region north_america and year 2023."
D340,"Document Title D340 (engineering)",engineering,2021,north_america,"This is the body text of document D340 in department engineering for region north_america and year 2021."
D341,"Document Title D341 (marketing)",marketing,2024,asia_pacific,"This is the body text of document D341 in department marketing for region asia_pacific and year 2024."
D342,"Document Title D342 (sales)",sales,2024,asia_pacific,"This is the body text of document D342 in department sales for region asia_pacific and year 2024."
D343,"Document Title D343 (sales)",sales,2023,europe,"This is the body text of document D343 in department sales for region europe and year 2023."
D344,"Document Title D344 (engineering)",engineering,2026,latin_america,"This is the body text of document D344 in department engineering for region latin_america and year 2026."
D345,"Document Title D345 (marketing)",marketing,2026,europe,"This is the body text of document D345 in department marketing for region europe and year 2026."
D346,"Document Title D346 (engineering)",engineering,2026,north_america,"This is the body text of document D346 in department engineering for region north_america and year 2026."
D347,"Document Title D347 (legal)",legal,2020,latin_america,"This is the body text of document D347 in department legal for region latin_america and year 2020."
D348,"Document Title D348 (legal)",legal,2021,europe,"This is the body text of document D348 in department legal for region europe and year 2021."
D349,"Document Title D349 (hr)",hr,2020,north_america,"This is the body text of document D349 in department hr for region north_america and year 2020."
D350,"Document Title D350 (legal)",legal,2021,north_america,"This is the body text of document D350 in department legal for region north_america and year 2021."
D351,"Document Title D351 (engineering)",engineering,2024,north_america,"This is the body text of document D351 in department engineering for region north_america and year 2024."
D352,"Document Title D352 (marketing)",marketing,2022,asia_pacific,"This is the body text of document D352 in department marketing for region asia_pacific and year 2022."
D353,"Document Title D353 (marketing)",marketing,2024,europe,"This is the body text of document D353 in department marketing for region europe and year 2024."
D354,"Document Title D354 (sales)",sales,2026,latin_america,"This is the body text of document D354 in department sales for region latin_america and year 2026."
D355,"Document Title D355 (engineering)",engineering,2026,latin_america,"This is the body text of document D355 in department engineering for region latin_america and year 2026."
D356,"Document Title D356 (hr)",hr,2025,north_america,"This is the body text of document D356 in department hr for region north_america and year 2025."
D357,"Document Title D357 (sales)",sales,2024,latin_america,"This is the body text of document D357 in department sales for region latin_america and year 2024."
D358,"Document Title D358 (sales)",sales,2022,asia_pacific,"This is the body text of document D358 in department sales for region asia_pacific and year 2022."
D359,"Document Title D359 (marketing)",marketing,2023,europe,"This is the body text of document D359 in department marketing for region europe and year 2023."
D360,"Document Title D360 (marketing)",marketing,2026,asia_pacific,"This is the body text of document D360 in department marketing for region asia_pacific and year 2026."
D361,"Document Title D361 (engineering)",engineering,2024,latin_america,"This is the body text of document D361 in department engineering for region latin_america and year 2024."
D362,"Document Title D362 (hr)",hr,2021,latin_america,"This is the body text of document D362 in department hr for region latin_america and year 2021."
D363,"Document Title D363 (engineering)",engineering,2021,north_america,"This is the body text of document D363 in department engineering for region north_america and year 2021."
D364,"Document Title D364 (finance)",finance,2022,north_america,"This is the body text of document D364 in department finance for region north_america and year 2022."
D365,"Document Title D365 (sales)",sales,2025,north_america,"This is the body text of document D365 in department sales for region north_america and year 2025."
D366,"Document Title D366 (legal)",legal,2022,latin_america,"This is the body text of document D366 in department legal for region latin_america and year 2022."
D367,"Document Title D367 (engineering)",engineering,2021,asia_pacific,"This is the body text of document D367 in department engineering for region asia_pacific and year 2021."
D368,"Document Title D368 (marketing)",marketing,2026,asia_pacific,"This is the body text of document D368 in department marketing for region asia_pacific and year 2026."
D369,"Document Title D369 (hr)",hr,2021,europe,"This is the body text of document D369 in department hr for region europe and year 2021."
D370,"Document Title D370 (engineering)",engineering,2023,north_america,"This is the body text of document D370 in department engineering for region north_america and year 2023."
D371,"Document Title D371 (marketing)",marketing,2023,asia_pacific,"This is the body text of document D371 in department marketing for region asia_pacific and year 2023."
D372,"Document Title D372 (hr)",hr,2020,asia_pacific,"This is the body text of document D372 in department hr for region asia_pacific and year 2020."
D373,"Document Title D373 (hr)",hr,2025,north_america,"This is the body text of document D373 in department hr for region north_america and year 2025."
D374,"Document Title D374 (sales)",sales,2026,europe,"This is the body text of document D374 in department sales for region europe and year 2026."
D375,"Document Title D375 (marketing)",marketing,2020,latin_america,"This is the body text of document D375 in department marketing for region latin_america and year 2020."
D376,"Document Title D376 (legal)",legal,2022,asia_pacific,"This is the body text of document D376 in department legal for region asia_pacific and year 2022."
D377,"Document Title D377 (finance)",finance,2025,north_america,"This is the body text of document D377 in department finance for region north_america and year 2025."
D378,"Document Title D378 (legal)",legal,2026,latin_america,"This is the body text of document D378 in department legal for region latin_america and year 2026."
D379,"Document Title D379 (sales)",sales,2026,latin_america,"This is the body text of document D379 in department sales for region latin_america and year 2026."
D380,"Document Title D380 (finance)",finance,2026,asia_pacific,"This is the body text of document D380 in department finance for region asia_pacific and year 2026."
D381,"Document Title D381 (finance)",finance,2020,europe,"This is the body text of document D381 in department finance for region europe and year 2020."
D382,"Document Title D382 (sales)",sales,2024,asia_pacific,"This is the body text of document D382 in department sales for region asia_pacific and year 2024."
D383,"Document Title D383 (marketing)",marketing,2026,latin_america,"This is the body text of document D383 in department marketing for region latin_america and year 2026."
D384,"Document Title D384 (finance)",finance,2024,asia_pacific,"This is the body text of document D384 in department finance for region asia_pacific and year 2024."
D385,"Document Title D385 (marketing)",marketing,2023,latin_america,"This is the body text of document D385 in department marketing for region latin_america and year 2023."
D386,"Document Title D386 (sales)",sales,2023,latin_america,"This is the body text of document D386 in department sales for region latin_america and year 2023."
D387,"Document Title D387 (marketing)",marketing,2022,north_america,"This is the body text of document D387 in department marketing for region north_america and year 2022."
D388,"Document Title D388 (sales)",sales,2020,asia_pacific,"This is the body text of document D388 in department sales for region asia_pacific and year 2020."
D389,"Document Title D389 (marketing)",marketing,2021,europe,"This is the body text of document D389 in department marketing for region europe and year 2021."
D390,"Document Title D390 (sales)",sales,2021,europe,"This is the body text of document D390 in department sales for region europe and year 2021."
D391,"Document Title D391 (hr)",hr,2022,europe,"This is the body text of document D391 in department hr for region europe and year 2022."
D392,"Document Title D392 (finance)",finance,2024,latin_america,"This is the body text of document D392 in department finance for region latin_america and year 2024."
D393,"Document Title D393 (sales)",sales,2025,europe,"This is the body text of document D393 in department sales for region europe and year 2025."
D394,"Document Title D394 (engineering)",engineering,2021,asia_pacific,"This is the body text of document D394 in department engineering for region asia_pacific and year 2021."
D395,"Document Title D395 (engineering)",engineering,2025,latin_america,"This is the body text of document D395 in department engineering for region latin_america and year 2025."
D396,"Document Title D396 (legal)",legal,2020,latin_america,"This is the body text of document D396 in department legal for region latin_america and year 2020."
D397,"Document Title D397 (finance)",finance,2021,latin_america,"This is the body text of document D397 in department finance for region latin_america and year 2021."
D398,"Document Title D398 (marketing)",marketing,2025,latin_america,"This is the body text of document D398 in department marketing for region latin_america and year 2025."
D399,"Document Title D399 (sales)",sales,2020,europe,"This is the body text of document D399 in department sales for region europe and year 2020."
D400,"Document Title D400 (marketing)",marketing,2024,europe,"This is the body text of document D400 in department marketing for region europe and year 2024."
D401,"Document Title D401 (sales)",sales,2025,asia_pacific,"This is the body text of document D401 in department sales for region asia_pacific and year 2025."
D402,"Document Title D402 (hr)",hr,2026,latin_america,"This is the body text of document D402 in department hr for region latin_america and year 2026."
D403,"Document Title D403 (sales)",sales,2022,europe,"This is the body text of document D403 in department sales for region europe and year 2022."
D404,"Document Title D404 (sales)",sales,2025,latin_america,"This is the body text of document D404 in department sales for region latin_america and year 2025."
D405,"Document Title D405 (engineering)",engineering,2022,europe,"This is the body text of document D405 in department engineering for region europe and year 2022."
D406,"Document Title D406 (hr)",hr,2020,latin_america,"This is the body text of document D406 in department hr for region latin_america and year 2020."
D407,"Document Title D407 (legal)",legal,2020,europe,"This is the body text of document D407 in department legal for region europe and year 2020."
D408,"Document Title D408 (legal)",legal,2025,north_america,"This is the body text of document D408 in department legal for region north_america and year 2025."
D409,"Document Title D409 (marketing)",marketing,2022,asia_pacific,"This is the body text of document D409 in department marketing for region asia_pacific and year 2022."
D410,"Document Title D410 (finance)",finance,2022,asia_pacific,"This is the body text of document D410 in department finance for region asia_pacific and year 2022."
D411,"Document Title D411 (hr)",hr,2026,europe,"This is the body text of document D411 in department hr for region europe and year 2026."
D412,"Document Title D412 (finance)",finance,2023,europe,"This is the body text of document D412 in department finance for region europe and year 2023."
D413,"Document Title D413 (marketing)",marketing,2023,north_america,"This is the body text of document D413 in department marketing for region north_america and year 2023."
D414,"Document Title D414 (hr)",hr,2022,asia_pacific,"This is the body text of document D414 in department hr for region asia_pacific and year 2022."
D415,"Document Title D415 (marketing)",marketing,2026,latin_america,"This is the body text of document D415 in department marketing for region latin_america and year 2026."
D416,"Document Title D416 (finance)",finance,2025,north_america,"This is the body text of document D416 in department finance for region north_america and year 2025."
D417,"Document Title D417 (engineering)",engineering,2026,asia_pacific,"This is the body text of document D417 in department engineering for region asia_pacific and year 2026."
D418,"Document Title D418 (hr)",hr,2024,europe,"This is the body text of document D418 in department hr for region europe and year 2024."
D419,"Document Title D419 (legal)",legal,2021,asia_pacific,"This is the body text of document D419 in department legal for region asia_pacific and year 2021."
D420,"Document Title D420 (finance)",finance,2021,north_america,"This is the body text of document D420 in department finance for region north_america and year 2021."
D421,"Document Title D421 (engineering)",engineering,2026,asia_pacific,"This is the body text of document D421 in department engineering for region asia_pacific and year 2026."
D422,"Document Title D422 (legal)",legal,2025,europe,"This is the body text of document D422 in department legal for region europe and year 2025."
D423,"Document Title D423 (legal)",legal,2023,latin_america,"This is the body text of document D423 in department legal for region latin_america and year 2023."
D424,"Document Title D424 (marketing)",marketing,2024,asia_pacific,"This is the body text of document D424 in department marketing for region asia_pacific and year 2024."
D425,"Document Title D425 (marketing)",marketing,2023,north_america,"This is the body text of document D425 in department marketing for region north_america and year 2023."
D426,"Document Title D426 (marketing)",marketing,2020,north_america,"This is the body text of document D426 in department marketing for region north_america and year 2020."
D427,"Document Title D427 (engineering)",engineering,2024,asia_pacific,"This is the body text of document D427 in department engineering for region asia_pacific and year 2024."
D428,"Document Title D428 (finance)",finance,2021,asia_pacific,"This is the body text of document D428 in department finance for region asia_pacific and year 2021."
D429,"Document Title D429 (sales)",sales,2021,latin_america,"This is the body text of document D429 in department sales for region latin_america and year 2021."
D430,"Document Title D430 (marketing)",marketing,2021,europe,"This is the body text of document D430 in department marketing for region europe and year 2021."
D431,"Document Title D431 (legal)",legal,2022,north_america,"This is the body text of document D431 in department legal for region north_america and year 2022."
D432,"Document Title D432 (marketing)",marketing,2024,europe,"This is the body text of document D432 in department marketing for region europe and year 2024."
D433,"Document Title D433 (finance)",finance,2025,europe,"This is the body text of document D433 in department finance for region europe and year 2025."
D434,"Document Title D434 (hr)",hr,2026,latin_america,"This is the body text of document D434 in department hr for region latin_america and year 2026."
D435,"Document Title D435 (finance)",finance,2026,north_america,"This is the body text of document D435 in department finance for region north_america and year 2026."
D436,"Document Title D436 (sales)",sales,2022,europe,"This is the body text of document D436 in department sales for region europe and year 2022."
D437,"Document Title D437 (legal)",legal,2020,asia_pacific,"This is the body text of document D437 in department legal for region asia_pacific and year 2020."
D438,"Document Title D438 (legal)",legal,2023,europe,"This is the body text of document D438 in department legal for region europe and year 2023."
D439,"Document Title D439 (hr)",hr,2022,north_america,"This is the body text of document D439 in department hr for region north_america and year 2022."
D440,"Document Title D440 (hr)",hr,2024,asia_pacific,"This is the body text of document D440 in department hr for region asia_pacific and year 2024."
D441,"Document Title D441 (hr)",hr,2020,north_america,"This is the body text of document D441 in department hr for region north_america and year 2020."
D442,"Document Title D442 (finance)",finance,2026,asia_pacific,"This is the body text of document D442 in department finance for region asia_pacific and year 2026."
D443,"Document Title D443 (hr)",hr,2024,latin_america,"This is the body text of document D443 in department hr for region latin_america and year 2024."
D444,"Document Title D444 (engineering)",engineering,2023,north_america,"This is the body text of document D444 in department engineering for region north_america and year 2023."
D445,"Document Title D445 (engineering)",engineering,2021,latin_america,"This is the body text of document D445 in department engineering for region latin_america and year 2021."
D446,"Document Title D446 (marketing)",marketing,2020,north_america,"This is the body text of document D446 in department marketing for region north_america and year 2020."
D447,"Document Title D447 (engineering)",engineering,2020,asia_pacific,"This is the body text of document D447 in department engineering for region asia_pacific and year 2020."
D448,"Document Title D448 (legal)",legal,2025,latin_america,"This is the body text of document D448 in department legal for region latin_america and year 2025."
D449,"Document Title D449 (hr)",hr,2021,asia_pacific,"This is the body text of document D449 in department hr for region asia_pacific and year 2021."
D450,"Document Title D450 (sales)",sales,2022,latin_america,"This is the body text of document D450 in department sales for region latin_america and year 2022."
D451,"Document Title D451 (sales)",sales,2024,asia_pacific,"This is the body text of document D451 in department sales for region asia_pacific and year 2024."
D452,"Document Title D452 (engineering)",engineering,2025,latin_america,"This is the body text of document D452 in department engineering for region latin_america and year 2025."
D453,"Document Title D453 (legal)",legal,2021,europe,"This is the body text of document D453 in department legal for region europe and year 2021."
D454,"Document Title D454 (engineering)",engineering,2020,north_america,"This is the body text of document D454 in department engineering for region north_america and year 2020."
D455,"Document Title D455 (hr)",hr,2021,europe,"This is the body text of document D455 in department hr for region europe and year 2021."
D456,"Document Title D456 (hr)",hr,2022,asia_pacific,"This is the body text of document D456 in department hr for region asia_pacific and year 2022."
D457,"Document Title D457 (marketing)",marketing,2022,latin_america,"This is the body text of document D457 in department marketing for region latin_america and year 2022."
D458,"Document Title D458 (sales)",sales,2026,latin_america,"This is the body text of document D458 in department sales for region latin_america and year 2026."
D459,"Document Title D459 (finance)",finance,2022,north_america,"This is the body text of document D459 in department finance for region north_america and year 2022."
D460,"Document Title D460 (hr)",hr,2021,asia_pacific,"This is the body text of document D460 in department hr for region asia_pacific and year 2021."
D461,"Document Title D461 (engineering)",engineering,2025,latin_america,"This is the body text of document D461 in department engineering for region latin_america and year 2025."
D462,"Document Title D462 (engineering)",engineering,2022,north_america,"This is the body text of document D462 in department engineering for region north_america and year 2022."
D463,"Document Title D463 (legal)",legal,2024,latin_america,"This is the body text of document D463 in department legal for region latin_america and year 2024."
D464,"Document Title D464 (engineering)",engineering,2020,europe,"This is the body text of document D464 in department engineering for region europe and year 2020."
D465,"Document Title D465 (engineering)",engineering,2023,europe,"This is the body text of document D465 in department engineering for region europe and year 2023."
D466,"Document Title D466 (marketing)",marketing,2023,europe,"This is the body text of document D466 in department marketing for region europe and year 2023."
D467,"Document Title D467 (engineering)",engineering,2025,europe,"This is the body text of document D467 in department engineering for region europe and year 2025."
D468,"Document Title D468 (sales)",sales,2022,latin_america,"This is the body text of document D468 in department sales for region latin_america and year 2022."
D469,"Document Title D469 (engineering)",engineering,2020,latin_america,"This is the body text of document D469 in department engineering for region latin_america and year 2020."
D470,"Document Title D470 (finance)",finance,2023,asia_pacific,"This is the body text of document D470 in department finance for region asia_pacific and year 2023."
D471,"Document Title D471 (finance)",finance,2024,latin_america,"This is the body text of document D471 in department finance for region latin_america and year 2024."
D472,"Document Title D472 (finance)",finance,2020,latin_america,"This is the body text of document D472 in department finance for region latin_america and year 2020."
D473,"Document Title D473 (legal)",legal,2020,latin_america,"This is the body text of document D473 in department legal for region latin_america and year 2020."
D474,"Document Title D474 (hr)",hr,2021,asia_pacific,"This is the body text of document D474 in department hr for region asia_pacific and year 2021."
D475,"Document Title D475 (legal)",legal,2021,asia_pacific,"This is the body text of document D475 in department legal for region asia_pacific and year 2021."
D476,"Document Title D476 (hr)",hr,2026,north_america,"This is the body text of document D476 in department hr for region north_america and year 2026."
D477,"Document Title D477 (legal)",legal,2026,asia_pacific,"This is the body text of document D477 in department legal for region asia_pacific and year 2026."
D478,"Document Title D478 (marketing)",marketing,2025,north_america,"This is the body text of document D478 in department marketing for region north_america and year 2025."
D479,"Document Title D479 (marketing)",marketing,2020,latin_america,"This is the body text of document D479 in department marketing for region latin_america and year 2020."
D480,"Document Title D480 (legal)",legal,2024,asia_pacific,"This is the body text of document D480 in department legal for region asia_pacific and year 2024."
D481,"Document Title D481 (legal)",legal,2023,asia_pacific,"This is the body text of document D481 in department legal for region asia_pacific and year 2023."
D482,"Document Title D482 (marketing)",marketing,2020,north_america,"This is the body text of document D482 in department marketing for region north_america and year 2020."
D483,"Document Title D483 (hr)",hr,2026,europe,"This is the body text of document D483 in department hr for region europe and year 2026."
D484,"Document Title D484 (finance)",finance,2021,latin_america,"This is the body text of document D484 in department finance for region latin_america and year 2021."
D485,"Document Title D485 (marketing)",marketing,2023,north_america,"This is the body text of document D485 in department marketing for region north_america and year 2023."
D486,"Document Title D486 (finance)",finance,2022,europe,"This is the body text of document D486 in department finance for region europe and year 2022."
D487,"Document Title D487 (hr)",hr,2021,latin_america,"This is the body text of document D487 in department hr for region latin_america and year 2021."
D488,"Document Title D488 (engineering)",engineering,2026,latin_america,"This is the body text of document D488 in department engineering for region latin_america and year 2026."
D489,"Document Title D489 (finance)",finance,2026,north_america,"This is the body text of document D489 in department finance for region north_america and year 2026."
D490,"Document Title D490 (hr)",hr,2020,latin_america,"This is the body text of document D490 in department hr for region latin_america and year 2020."
D491,"Document Title D491 (sales)",sales,2026,asia_pacific,"This is the body text of document D491 in department sales for region asia_pacific and year 2026."
D492,"Document Title D492 (engineering)",engineering,2023,asia_pacific,"This is the body text of document D492 in department engineering for region asia_pacific and year 2023."
D493,"Document Title D493 (finance)",finance,2022,europe,"This is the body text of document D493 in department finance for region europe and year 2022."
D494,"Document Title D494 (marketing)",marketing,2020,europe,"This is the body text of document D494 in department marketing for region europe and year 2020."
D495,"Document Title D495 (hr)",hr,2020,europe,"This is the body text of document D495 in department hr for region europe and year 2020."
D496,"Document Title D496 (legal)",legal,2023,europe,"This is the body text of document D496 in department legal for region europe and year 2023."
D497,"Document Title D497 (marketing)",marketing,2025,asia_pacific,"This is the body text of document D497 in department marketing for region asia_pacific and year 2025."
D498,"Document Title D498 (marketing)",marketing,2025,latin_america,"This is the body text of document D498 in department marketing for region latin_america and year 2025."
D499,"Document Title D499 (engineering)",engineering,2024,europe,"This is the body text of document D499 in department engineering for region europe and year 2024."
D500,"Document Title D500 (marketing)",marketing,2024,north_america,"This is the body text of document D500 in department marketing for region north_america and year 2024."
